Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Date_local,event_date,material_or_label,ticker,stock_return_1d,stock_vol_20d,fwd_cum_return
2021-02-02 05:00:00+00:00,158.9078455,160.970972,157.2854796,158.7202911,1177200,0,0,2021-02-02 00:00:00-05:00,2021-02-02,리튬,ALB,0.017310595,0.032766861,-0.044848076
2021-02-03 05:00:00+00:00,156.1414056,160.4739734,150.430291,151.8088379,2278800,0,0,2021-02-03 00:00:00-05:00,2021-02-03,리튬,ALB,-0.043544862,0.031108646,0.038734831
2021-02-04 05:00:00+00:00,143.4249937,146.7635096,142.205869,145.2630463,8388900,0,0,2021-02-04 00:00:00-05:00,2021-02-04,리튬,ALB,-0.043118647,0.027148594,-0.023477784
2021-02-05 05:00:00+00:00,147.2324238,149.2017804,144.7379092,147.3918457,4970300,0,0,2021-02-05 00:00:00-05:00,2021-02-05,리튬,ALB,0.01465479,0.024228091,-0.026925223
2021-02-08 05:00:00+00:00,150.045799,153.6656545,148.9392181,151.5087433,2523900,0,0,2021-02-08 00:00:00-05:00,2021-02-08,리튬,ALB,0.027931651,0.025453747,-0.036170828
2021-02-09 05:00:00+00:00,150.3833462,151.2461075,146.1164175,148.8172455,1537600,0,0,2021-02-09 00:00:00-05:00,2021-02-09,리튬,ALB,-0.017764637,0.024577601,-0.014931019
2021-02-10 05:00:00+00:00,151.2273797,151.7337922,145.460001,146.3415222,1485500,0,0,2021-02-10 00:00:00-05:00,2021-02-10,리튬,ALB,-0.016635997,0.023285668,-0.080388059
2021-02-11 05:00:00+00:00,146.3790507,150.4677993,144.9067337,149.9051361,1455000,0,0,2021-02-11 00:00:00-05:00,2021-02-11,리튬,ALB,0.024351352,0.02428085,-0.140488697
2021-02-12 05:00:00+00:00,154.2377338,155.6256537,151.0492657,154.3971558,1590000,0,0,2021-02-12 00:00:00-05:00,2021-02-12,리튬,ALB,0.029965749,0.025219439,-0.112946762
2021-02-16 05:00:00+00:00,159.8925134,160.6896372,151.6118613,152.1088867,1869300,0,0,2021-02-16 00:00:00-05:00,2021-02-16,리튬,ALB,-0.014820668,0.025266269,-0.106559991
